1,0, Private,215646, HS-grad,9, Divorced, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,40.0, United-States,38
224,0, Private,243313, HS-grad,9, Never-married, Sales, Own-child, White, Female,0.0,0.0,40.0, United-States,18
225,0, ?,24215, 10th,6, Divorced, ?, Not-in-family, Amer-Indian-Eskimo, Female,0.0,0.0,10.0, United-States,60
226,0, Self-emp-not-inc,167687, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,1409.0,0.0,50.0, United-States,66
227,0, Private,314209, Assoc-voc,11, Widowed, Adm-clerical, Not-in-family, White, Female,0.0,0.0,20.0, Columbia,75
228,0, Private,176796, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States,65
229,0, Private,538583, 11th,7, Separated, Transport-moving, Not-in-family, Black, Male,3674.0,0.0,40.0, United-States,35
230,0, Private,130408, HS-grad,9, Divorced, Sales, Unmarried, Black, Female,0.0,0.0,38.0, United-States,41
231,0, Private,159732, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,0.0,0.0,42.0, United-States,25
232,0, Private,110978, Some-college,10, Divorced, Craft-repair, Other-relative, Other, Female,0.0,0.0,40.0, United-States,33
233,1, Private,76714, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,55.0, United-States,28
234,0, State-gov,268700, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, United-States,59
235,0, State-gov,170525, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,38.0, United-States,40
236,1, Private,180138, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, Iran,41
237,1, Local-gov,115076, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,70.0, United-States,38
238,0, Private,115458, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0.0,0.0,40.0, United-States,23
239,1, Private,347890, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,40
240,0, Self-emp-not-inc,196001, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,0.0,0.0,20.0, United-States,41
241,0, State-gov,273905, Assoc-acdm,12, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0,0.0,50.0, United-States,24
242,0, ?,119156, Some-college,10, Never-married, ?, Own-child, White, Male,0.0,0.0,20.0, United-States,20
243,0, Private,179488, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,0.0,1741.0,40.0, United-States,38
244,0, Private,203580, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,35.0, ?,56
245,1, Private,236596, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,45.0, United-States,58
246,0, Private,183916, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0.0,0.0,34.0, United-States,32
247,1, Private,207578, Assoc-acdm,12, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,1977.0,60.0, United-States,40
248,0, Private,153141, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, ?,45
249,1, Private,112763, Prof-school,15, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,40.0, United-States,41
250,0, Private,390781, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0.0,0.0,40.0, United-States,42
251,0, Local-gov,171328, 10th,6, Widowed, Other-service, Unmarried, Black, Female,0.0,0.0,30.0, United-States,59
252,0, Local-gov,27382, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0.0,0.0,40.0, United-States,19
253,0, Private,259014, Some-college,10, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,20.0, United-States,58
254,1, Self-emp-not-inc,303044, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0.0,0.0,40.0, Cambodia,42
255,0, Private,117789, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0.0,0.0,40.0, United-States,20
256,0, Private,172579, HS-grad,9, Separated, Other-service, Not-in-family, White, Female,0.0,0.0,30.0, United-States,32
257,0, Private,187666, Assoc-voc,11, Widowed, Exec-managerial, Not-in-family, White, Female,0.0,0.0,45.0, United-States,45
258,0, Private,204518, 7th-8th,4, Divorced, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States,50
259,0, Private,150042, Bachelors,13, Divorced, Prof-specialty, Own-child, White, Female,0.0,0.0,40.0, United-States,36
260,0, Private,98092, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,60.0, United-States,45
261,0, Private,245918, 11th,7, Never-married, Other-service, Own-child, White, Male,0.0,0.0,12.0, United-States,17
262,0, Private,146013, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,4064.0,0.0,40.0, United-States,59
263,0, Private,378322, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,26
264,1, Self-emp-inc,257295, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0.0,0.0,75.0, Thailand,37
265,0, ?,218956, Some-college,10, Never-married, ?, Own-child, White, Male,0.0,0.0,24.0, Canada,19
266,1, Private,21174, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,64
267,0, Private,185480, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,45.0, United-States,33
268,1, Private,222205, HS-grad,9, Married-civ-spouse, Craft-repair, Wife, White, Female,0.0,0.0,40.0, United-States,33
269,1, Private,69867, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,61
270,0, Private,191260, 9th,5, Never-married, Other-service, Own-child, White, Male,1055.0,0.0,24.0, United-States,17
271,0, Self-emp-not-inc,30653, Masters,14, Married-civ-spouse, Farming-fishing, Husband, White, Male,2407.0,0.0,98.0, United-States,50
272,0, Local-gov,209109, Masters,14, Never-married, Prof-specialty, Own-child, White, Male,0.0,0.0,35.0, United-States,27
273,0, Private,70377, HS-grad,9, Divorced, Prof-specialty, Own-child, White, Female,0.0,0.0,40.0, United-States,30
274,0, Private,477983, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0.0,0.0,40.0, United-States,43
275,1, Private,170924, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,7298.0,0.0,40.0, United-States,44
276,0, Private,190174, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,0.0,0.0,40.0, United-States,35
277,0, Private,193787, Some-college,10, Never-married, Tech-support, Own-child, White, Female,0.0,0.0,40.0, United-States,25
278,1, Private,279472, Some-college,10, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,7298.0,0.0,48.0, United-States,24
279,0, Private,34918, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,15.0, Germany,22
280,1, Local-gov,97688, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,5178.0,0.0,40.0, United-States,42
281,0, Private,175413, Assoc-acdm,12, Divorced, Sales, Unmarried, Black, Female,0.0,0.0,45.0, United-States,34
282,0, Private,173960, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Female,0.0,0.0,42.0, United-States,60
283,0, Private,205759, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,40.0, United-States,21
284,1, Federal-gov,425161, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,15024.0,0.0,40.0, United-States,57
285,1, Private,220531, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,60.0, United-States,41
286,0, Private,176609, Some-college,10, Divorced, Other-service, Not-in-family, White, Male,0.0,0.0,45.0, United-States,50
287,0, Private,371987, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0.0,0.0,40.0, United-States,25
288,0, Private,193884, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, Ecuador,50
289,0, Private,200352, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,45.0, United-States,36
290,0, Private,127595, HS-grad,9, Divorced, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States,31
291,0, Local-gov,220419, Bachelors,13, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,56.0, United-States,29
292,0, Private,231931, Some-college,10, Never-married, Sales, Own-child, White, Male,0.0,0.0,45.0, United-States,21
293,0, Private,248402, Bachelors,13, Never-married, Tech-support, Unmarried, Black, Female,0.0,0.0,40.0, United-States,27
294,0, Private,111095, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,16.0, United-States,65
295,0, Self-emp-inc,57424, Bachelors,13, Divorced, Sales, Not-in-family, White, Female,0.0,0.0,60.0, United-States,37
296,0, ?,157443, Masters,14, Married-civ-spouse, ?, Wife, Asian-Pac-Islander, Female,3464.0,0.0,40.0, ?,39
297,0, Private,278130, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, United-States,24
298,0, Private,169469, HS-grad,9, Divorced, Sales, Not-in-family, White, Male,0.0,0.0,80.0, United-States,38
299,1, Private,146268, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,7688.0,0.0,40.0, United-States,48
300,0, Private,153718, Some-college,10, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0.0,0.0,25.0, United-States,21
301,1, Private,217460, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,45.0, United-States,31
302,1, Private,238638, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,4386.0,0.0,40.0, United-States,55
303,0, Private,303296, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female,0.0,0.0,40.0, Laos,24
304,0, Private,173321, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States,43
305,0, Private,193945, Assoc-acdm,12, Never-married, Tech-support, Not-in-family, White, Male,0.0,0.0,45.0, United-States,26
306,0, Private,83082, Assoc-acdm,12, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,33.0, United-States,46
307,1, Private,193815, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States,35
308,1, Self-emp-inc,34987, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,54.0, United-States,41
309,0, Private,59306, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, United-States,26
310,1, Private,142897, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,7298.0,0.0,35.0, Taiwan,34
311,0, ?,860348, Some-college,10, Never-married, ?, Own-child, Black, Female,0.0,0.0,25.0, United-States,19
312,1, Self-emp-not-inc,205607, Bachelors,13, Divorced, Prof-specialty, Not-in-family, Black, Female,0.0,0.0,40.0, United-States,36
313,0, Private,199698, Some-college,10, Never-married, Sales, Own-child, White, Male,0.0,0.0,15.0, United-States,22
314,0, Private,191954, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Male,0.0,0.0,40.0, United-States,24
315,0, Self-emp-not-inc,138714, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,77
316,0, Private,399087, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Female,0.0,0.0,40.0, Mexico,22
317,0, Private,423158, Some-college,10, Never-married, Tech-support, Not-in-family, White, Female,0.0,0.0,40.0, United-States,29
318,0, Private,159841, HS-grad,9, Widowed, Other-service, Not-in-family, White, Female,0.0,0.0,24.0, United-States,62
319,0, Self-emp-not-inc,174308, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,39
320,0, Private,50356, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,1485.0,50.0, United-States,43
321,0, Private,186110, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0.0,0.0,45.0, United-States,35
322,0, Private,200381, 11th,7, Never-married, Exec-managerial, Not-in-family, White, Female,0.0,0.0,40.0, United-States,29
323,0, Self-emp-not-inc,174309, Masters,14, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,10.0, United-States,76
324,0, Self-emp-not-inc,78383, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,45.0, United-States,63
325,0, ?,211601, Assoc-voc,11, Never-married, ?, Own-child, Black, Female,0.0,0.0,15.0, United-States,23
326,1, Private,187728, Some-college,10, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,1887.0,50.0, United-States,43
327,0, Self-emp-not-inc,321171, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, United-States,58
328,0, Private,127921, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,2050.0,0.0,55.0, United-States,66
329,0, Private,206565, Some-college,10, Never-married, Craft-repair, Not-in-family, Black, Male,0.0,0.0,45.0, United-States,41
330,0, Private,224563, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,0.0,0.0,40.0, United-States,26
331,0, Private,178686, Assoc-voc,11, Never-married, Other-service, Not-in-family, White, Male,0.0,0.0,40.0, United-States,47
332,0, Local-gov,98545, 10th,6, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States,55
333,0, Private,242606, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States,53
334,0, Private,270942, 5th-6th,3, Never-married, Other-service, Other-relative, White, Male,0.0,0.0,48.0, Mexico,17
335,0, Private,94235, HS-grad,9, Never-married, Craft-repair, Other-relative, White, Male,0.0,0.0,40.0, United-States,30
336,0, Private,71195, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,60.0, United-States,49
337,0, Private,104112, HS-grad,9, Never-married, Sales, Unmarried, Black, Male,0.0,0.0,30.0, Haiti,19
338,0, Private,261192, HS-grad,9, Married-civ-spouse, Other-service, Husband, Black, Male,0.0,0.0,40.0, United-States,45
339,0, Private,94936, Assoc-acdm,12, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, United-States,26
340,1, Private,296478, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,7298.0,0.0,40.0, United-States,38
341,1, State-gov,119272, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,7298.0,0.0,40.0, United-States,36
342,0, Private,85043, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male,0.0,0.0,20.0, United-States,33
343,0, State-gov,293364, Some-college,10, Never-married, Protective-serv, Own-child, Black, Female,0.0,0.0,40.0, United-States,22
344,0, Self-emp-not-inc,241895, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,42.0, United-States,43
345,0, ?,36135, 11th,7, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,8.0, United-States,67
346,0, ?,151989, Assoc-voc,11, Divorced, ?, Unmarried, White, Female,0.0,0.0,40.0, United-States,30
347,0, Private,101128, Assoc-acdm,12, Married-spouse-absent, Other-service, Not-in-family, White, Male,0.0,0.0,25.0, Iran,56
348,0, Private,156464, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,0.0,0.0,25.0, United-States,31
349,1, Private,117963, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,33
350,0, Private,192262, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, United-States,26
351,1, Private,111363, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,33
352,0, Local-gov,329752, 11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,30.0, United-States,46
353,1, ?,372020, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,40.0, United-States,59
354,1, Federal-gov,95432, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States,38
355,0, Private,161400, 11th,7, Widowed, Other-service, Unmarried, Other, Male,0.0,0.0,40.0, United-States,65
356,1, Private,96129, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,40.0, United-States,40
357,0, Private,111949, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,35.0, United-States,42
358,0, Self-emp-not-inc,117125, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, Portugal,26
359,0, Private,348022, 10th,6, Married-civ-spouse, Other-service, Wife, White, Female,0.0,0.0,24.0, United-States,36
360,1, Private,270092, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,62
361,0, Private,180609, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,45.0, United-States,43
362,1, Private,174575, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,0.0,1564.0,45.0, United-States,43
363,0, Private,410439, HS-grad,9, Married-spouse-absent, Sales, Not-in-family, White, Male,0.0,0.0,55.0, United-States,22
364,0, Private,92262, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,28
365,0, Self-emp-not-inc,183081, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,45.0, United-States,56
366,0, Private,362589, Assoc-acdm,12, Never-married, Sales, Not-in-family, White, Female,0.0,0.0,15.0, United-States,22
367,1, Private,212448, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,0.0,0.0,45.0, United-States,57
368,0, Private,481060, HS-grad,9, Divorced, Sales, Unmarried, White, Female,0.0,0.0,40.0, United-States,39
369,0, Federal-gov,185885, Some-college,10, Never-married, Adm-clerical, Unmarried, White, Female,0.0,0.0,15.0, United-States,26
370,0, Private,89821, 11th,7, Never-married, Other-service, Own-child, White, Male,0.0,0.0,10.0, United-States,17
